id,number,gender,nation,academy,profession,class,结项级别,结项等级,奖项或成果名称,组办单位,获奖类型,获奖时间
324,201721060521,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
325,1606040209,女,汉族,工商管理学院,工商管理,工商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-10
326,201821060175,女,汉族,工商管理学院,工商管理类,工商1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
327,1606050225,女,土家族,工商管理学院,市场营销,市营1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-07
328,201721060346,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
329,1604060102,女,汉族,法学院,法学,民商1601,国家级结项,第二,大学生创新创业训练计划-创业训练项目,教育部,团体,2018-12-05
330,201721070137,男,汉族,财政税务学院,财政学,财政1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
331,1606050139,女,汉族,工商管理学院,市场营销,市营1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-05
332,201721020176,男,汉族,经济学院,经济学,经济1702,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-03-27
333,201721060346,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
334,1606020108,男,汉族,工商管理学院,贸易经济,贸经1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
335,1604060254,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
336,1608010110,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-08
337,1604000422,女,土家族,法学院,法学,法1604,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-09-29
338,1604001034,女,汉族,法学院,法学,法1610,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-01-17
339,1606040239,女,汉族,工商管理学院,工商管理,工商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
340,201721060527,男,汉族,工商管理学院,管理科学,管科1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-07
341,1611000113,女,汉族,外国语学院,英语,英语1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
342,201721020024,女,汉族,经济学院,国际商务,国商1702,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-03-10
343,201721100179,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
344,1623020103,女,汉族,中韩新媒体学院,电影学（影像）,影像1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-26
345,1610080104,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
346,1612040206,女,汉族,新闻与文化传播学院,新闻学,新闻1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-20
347,201721070157,男,白族,财政税务学院,财政学,财政1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
348,1603030103,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
349,201721070175,女,汉族,财政税务学院,财政学,财政1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
350,201721070192,女,汉族,财政税务学院,税收学,税务1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
351,201721040050,女,汉族,法学院,法学,民商1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
352,201721080243,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
353,201721030453,男,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-25
354,1604000605,女,汉族,法学院,法学,法1606,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-12
355,201721060488,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
356,1603080203,女,汉族,金融学院,投资学,投资1602,院级结项,第一,其他（见附件）,其他（见附件）,团体,2018-12-17
357,201721070060,女,汉族,财政税务学院,财政学,财政1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-31
358,201721320013,女,汉族,文澜学院,经济管理试验班,经管1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-01
359,1609120140,女,汉族,统计与数学学院,金融数学,金数1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
360,201721040458,男,汉族,法学院,法学,法1710,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-09
361,1612040304,女,汉族,新闻与文化传播学院,广播电视学,广电1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
362,201821020176,女,汉族,经济学院,国际商务（中法）,国商1803,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
363,201721070203,男,汉族,财政税务学院,税收学,税务1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-04
364,201721120164,女,汉族,经济学院,经济学,经济1703,院级结项,第一,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2018-11-01
365,201721100138,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-21
366,201821020231,女,汉族,经济学院,经济学,经济1802,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-03-31
367,1603090104,女,汉族,金融学院,金融工程,金工1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
368,1603080231,男,汉族,金融学院,投资学,投资1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
369,1604060123,女,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
370,1607030333,女,汉族,财政税务学院,税收学,税务1603,国家级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-16
371,201821030127,女,汉族,金融学院,金融学（CFA）,CFA1801,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
372,201721080103,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
373,1606020108,男,汉族,工商管理学院,贸易经济,贸经1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
374,1609110134,女,汉族,统计与数学学院,应用统计学,应统1601,国家级结项,第一,大学生创新创业训练计划-创业训练项目,教育部,团体,2018-12-07
375,1604000603,女,汉族,法学院,法学,法1606,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-30
376,1603080237,女,汉族,金融学院,投资学,投资1602,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-07
377,201821070140,女,汉族,财政税务学院,财政学类,财政1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-19
378,201821080061,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-26
379,201721120176,女,汉族,新闻与文化传播学院,新闻学,新闻1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
380,201721030319,女,彝族,金融学院,金融工程,金工1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-22
381,1605060126,女,汉族,刑事司法学院,法学（司）,司法1601,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-20
382,201721080056,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
383,201721040074,女,汉族,法学院,法学,法1709,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-01-08
384,201721100007,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
385,1609110131,女,汉族,统计与数学学院,应用统计学,应统1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-28
386,1601040112,女,汉族,哲学院,社会学,社会1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
387,201721030340,男,汉族,金融学院,工程管理,工程1701,国家级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2020-09-08
388,201721090250,女,汉族,统计与数学学院,统计学,统计1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
389,1623020212,女,汉族,中韩新媒体学院,电影学（影像）,影像1602,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
390,1606080151,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
391,1632010134,女,汉族,文澜学院,经济管理试验班,经管1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-06
392,201729050833,女,回族,刑事司法学院,法学（司）,司法1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-07
393,1609110131,女,汉族,统计与数学学院,应用统计学,应统1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-05
394,1606050104,女,汉族,工商管理学院,市场营销,市营1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-10
395,1607010207,女,汉族,财政税务学院,财政学,财政1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-23
396,201721130212,女,汉族,财政税务学院,财政学（中英班）,国财1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-14
397,1611080306,女,汉族,外国语学院,商务英语,商英1603,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-03
398,201721060384,女,汉族,财政税务学院,财政学,财政1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
399,201721060269,女,汉族,工商管理学院,人力资源管理,人力1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
400,1603010217,女,傈僳族,金融学院,金融学,金融1602,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-16
401,201821040273,女,汉族,法学院,法学类,法1804,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-29
402,201721040435,女,汉族,法学院,法学,法1704,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
403,201721090193,男,汉族,统计与数学学院,统计学,统计1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-23
404,1606030160,女,汉族,工商管理学院,管理科学,管科1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
405,201821090136,男,汉族,统计与数学学院,统计学类,统计1802,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
406,1611000235,女,回族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
407,1603080132,男,汉族,金融学院,投资学,投资1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
408,1610010136,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
409,1611000323,男,汉族,外国语学院,英语,英语1603,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
410,201721030086,男,汉族,金融学院,保险学（精算）,保精1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
411,201721040127,女,汉族,法学院,法学,民商1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
412,201721030463,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-14
413,201721100224,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
414,1604000246,女,汉族,法学院,法学,法1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
415,201721100227,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-28
416,201821030399,女,汉族,金融学院,金融学类,金融1803,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-20
417,1607010122,女,汉族,财政税务学院,财政学,财政1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-06
418,1609100104,女,汉族,统计与数学学院,经济统计学,经统1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-04-18
419,1609010143,女,汉族,财政税务学院,财政学,财政1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-10
420,1609120148,男,汉族,统计与数学学院,金融数学,金数1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-30
421,201721040080,男,汉族,法学院,法学,法1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
422,201721020206,男,汉族,经济学院,经济学,经济1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
423,1607010231,男,汉族,财政税务学院,财政学,财政1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2017-11-27
424,201821060569,女,汉族,信息与安全工程学院,计算机类,信息1804,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-17
425,1604000827,女,汉族,法学院,法学（卓越）,卓越1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
426,201721020161,女,汉族,经济学院,经济学,经济1703,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2018-11-01
427,201721060491,男,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
428,1608010318,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
429,1609120143,男,苗族,统计与数学学院,金融数学,金数1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-23
430,1610010134,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-16
431,201721130003,女,汉族,统计与数学学院,统计学,统计1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
432,201721030035,女,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
433,1603080143,女,壮族,金融学院,投资学,投资1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
434,201721040207,男,汉族,法学院,法学,民商1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-29
435,1604070120,女,汉族,法学院,法学,外法1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
436,1602040223,女,回族,经济学院,国际商务,国商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
437,1611000205,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
438,1606100140,女,汉族,工商管理学院,物流管理,物管1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
439,1604000618,女,汉族,法学院,法学,法1606,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
440,1604060106,男,汉族,法学院,法学,民商1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
441,1604000242,女,汉族,法学院,法学,法1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-30
442,201721090018,女,蒙古族,统计与数学学院,信息与计算科学,信科1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
443,1604060137,女,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
444,1613030122,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-24
445,201721060647,女,汉族,工商管理学院,管理科学,管科1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
446,1609110136,女,汉族,统计与数学学院,应用统计学,应统1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-06
447,1604000134,男,汉族,法学院,法学,法1601,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-28
448,1604000410,女,汉族,法学院,法学,法1604,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
449,1603080215,男,汉族,金融学院,投资学,投资1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
450,201721070062,男,汉族,财政税务学院,税收学,税务1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
451,1603080115,女,汉族,金融学院,投资学,投资1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
452,1606070131,男,汉族,工商管理学院,旅游管理,旅游1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
453,1603010246,女,拉祜族,金融学院,金融学,金融1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
454,1604000423,女,汉族,法学院,法学,法1604,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-30
455,201821030288,女,汉族,金融学院,金融学类,金融1802,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-20
456,1602040137,女,汉族,经济学院,国际商务,国商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
457,201721070003,女,满族,财政税务学院,税收学,税务1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-20
458,1608030141,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-17
459,1611080103,女,汉族,外国语学院,商务英语,商英1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
460,201821080184,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-29
461,1604070113,女,汉族,法学院,法学,外法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-05
462,201721060066,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-09
463,1610020105,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
464,1605050142,女,汉族,刑事司法学院,侦查学,职侦1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
465,201721060317,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
466,201721040306,女,汉族,法学院,法学,法1710,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-05
467,201721100056,女,汉族,经济学院,经济学,经济1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
468,1603090153,女,汉族,金融学院,金融工程,金工1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
469,201721130166,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-01
470,1607030325,男,汉族,财政税务学院,税收学,税务1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
471,201721030200,女,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-31
472,1608020308,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
473,1603080141,女,壮族,金融学院,投资学,投资1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
474,1611030211,男,汉族,外国语学院,日语,日语1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
475,1603140104,女,汉族,金融学院,工程造价,造价1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-12-21
476,201721040361,女,汉族,法学院,法学,民商1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
477,201721030143,女,苗族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
478,201721320246,男,汉族,文澜学院,经济管理试验班,经管1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-29
479,1603080102,女,汉族,金融学院,投资学,投资1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-12-21
480,1604080136,女,汉族,法学院,法学,法制1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
481,1606080118,男,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
482,201721030409,女,汉族,金融学院,保险学（精算）,保精1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-06-20
483,1608020105,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-14
484,201821080288,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-26
485,1603080205,女,汉族,金融学院,投资学,投资1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
486,1610030139,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
487,201821130161,女,彝族,信息与安全工程学院,计算机类,信息1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
488,1606100129,女,汉族,工商管理学院,物流管理,物管1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-20
489,201721060397,女,布依族,工商管理学院,旅游管理,旅游1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
490,1602040260,女,回族,经济学院,国际商务,国商1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
491,201821020045,男,汉族,经济学院,国际商务,国商1802,院级结项,第一,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-06-01
492,1605020130,男,汉族,刑事司法学院,治安学,治安1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-05
