id,number,gender,nation,academy,profession,class,volunteer_level,award_level,award_name,organization,award_type,award_date
1883,201821080073,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-10
1884,201821040343,男,汉族,法学院,法学类,法1815,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-27
1885,201721050085,女,汉族,刑事司法学院,侦查学,侦查1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
1886,201821120069,女,汉族,法学院,法学（中美）,国法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-20
1887,201721090205,女,汉族,统计与数学学院,统计学,统计1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-22
1888,201821040761,女,汉族,法学院,法学类,法1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-22
1889,201721250131,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-04-15
1890,201821020127,女,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-11
1891,201821090101,女,汉族,统计与数学学院,金融数学,金数1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-12
1892,201821060465,女,汉族,工商管理学院,工商管理类,工商1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
1893,201821040406,女,汉族,法学院,法学类,法1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
1894,201821060025,女,壮族,工商管理学院,经济与贸易类,经贸1803,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
1895,201721080050,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-31
1896,201821090093,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-03
1897,201821090101,女,汉族,统计与数学学院,金融数学,金数1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
1898,201821030247,女,汉族,金融学院,管理科学与工程类,管工1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
1899,201821120078,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
1900,201821060185,女,汉族,工商管理学院,经济与贸易类,经贸1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-29
1901,201821120050,女,土家族,新闻与文化传播学院,新闻传播学类,新闻1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-20
1902,201821030095,女,汉族,金融学院,金融学类,金融1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-19
1903,201821110191,女,汉族,外国语学院,外国语言文学类,英语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-30
1904,201821070227,男,汉族,财政税务学院,财政学类,财政1805,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
1905,201821120222,女,苗族,新闻与文化传播学院,汉语言文学,中文1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
1906,201721060282,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-08
1907,201721040613,女,汉族,刑事司法学院,法学（司）,司法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
1908,1609050130,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
1909,201721120206,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1910,201721030248,女,汉族,金融学院,房地产开发与管理,房产1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-08
1911,201821040342,女,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
1912,201828100132,女,维吾尔族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
1913,1604001031,女,汉族,法学院,法学,法1610,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-12
1914,201821040010,男,汉族,法学院,法学类,法1805,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-08-02
1915,201821060007,女,汉族,工商管理学院,工商管理类,工商1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-08
1916,201821060610,男,汉族,工商管理学院,工商管理（国际班）,工商国际1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-09
1917,201721050061,男,汉族,刑事司法学院,侦查学,侦查1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-20
1918,201721040494,女,汉族,法学院,法学,法1709,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-04
1919,201721060635,女,土家族,工商管理学院,工商管理,工商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-06
1920,201821040514,女,汉族,法学院,法学类,法1809,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2019-03-14
1921,201821110190,男,汉族,外国语学院,外国语言文学类,英语1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-29
1922,201821030206,女,汉族,金融学院,金融学类,金融1807,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
1923,201721090069,女,汉族,统计与数学学院,信息与计算科学,信科1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-26
1924,201821040653,女,汉族,法学院,法学类,法1811,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
1925,201821090127,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
1926,201821090225,女,汉族,统计与数学学院,统计学类,统计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-29
1927,201821090233,女,汉族,统计与数学学院,金融数学,金数1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
1928,201821040147,女,汉族,法学院,法学类,法1814,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
1929,201721040342,女,壮族,法学院,法学,法制1702,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-08-31
1930,201721040775,女,汉族,法学院,法学,法1702,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-03-25
1931,201821060175,女,汉族,工商管理学院,工商管理类,工商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-29
1932,201821100260,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-03-08
1933,201821100266,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-17
1934,201821110094,女,汉族,外国语学院,法语,法语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-13
1935,201721090137,女,壮族,统计与数学学院,金融数学,金数1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-24
1936,201721040562,男,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-22
1937,201721080047,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-26
1938,201821030380,男,汉族,财政税务学院,财政学（中英班）,国财1801,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-05-30
1939,201721060287,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-06
1940,201821020171,女,汉族,经济学院,国际商务,国商1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
1941,201721110216,女,汉族,外国语学院,英语,英语1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
1942,1604000838,女,汉族,法学院,法学,法1608,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
1943,201721030400,女,汉族,金融学院,金融工程,金工1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-30
1944,201721090290,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-10
1945,201821020282,女,汉族,经济学院,经济学,经济1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-18
1946,201821100101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-12
1947,201821250092,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-26
1948,201721040518,男,汉族,法学院,法学,法1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
1949,201821140064,女,汉族,哲学院,国际政治,国政1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-23
1950,201821090062,女,汉族,统计与数学学院,金融数学,金数1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-09
1951,201821090258,女,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-05
1952,201721060506,女,汉族,工商管理学院,电子商务（管理）,商务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-15
1953,1606100112,女,汉族,工商管理学院,物流管理,物管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-29
1954,201721060118,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
1955,201821030081,男,汉族,金融学院,金融学类,金融1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-21
1956,201821090040,女,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-16
1957,201821060543,女,汉族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
1958,201721060617,女,汉族,工商管理学院,人力资源管理,人力1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
1959,201821020233,女,汉族,经济学院,经济学,经济1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
1960,201721040032,女,蒙古族,法学院,法学,法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
1961,201721040730,女,汉族,法学院,法学,法1710,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1962,201721040018,女,汉族,法学院,法学,外法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-16
1963,201721060108,女,汉族,财政税务学院,税收学,税务1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-22
1964,201721110183,女,汉族,外国语学院,英语,英语1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-12
1965,201721250083,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-01
1966,201821100241,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
1967,1604000912,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
1968,201821030166,女,满族,金融学院,金融学类,金融1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
1969,1608020237,女,苗族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-09
1970,201721040229,女,汉族,法学院,法学,法1702,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-21
1971,201821110166,女,汉族,外国语学院,俄语,俄语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-15
1972,1603140136,女,汉族,金融学院,工程造价,造价1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
1973,201821080022,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-21
1974,201721040032,女,蒙古族,法学院,法学,法1701,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-06-23
1975,201821040571,女,汉族,法学院,法学类,法1810,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-11-29
1976,201821100015,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-28
1977,201821080032,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
1978,201821020195,男,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-17
1979,201721040202,女,汉族,法学院,法学,法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-06
1980,201821050113,男,汉族,刑事司法学院,公安学类,公安1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-19
1981,201721040569,女,汉族,法学院,法学,法1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-17
1982,1604000110,女,汉族,法学院,法学（中美）,国法1601,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-05-04
1983,1604000527,女,汉族,法学院,法学,法1605,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-28
1984,201721040154,女,汉族,哲学院,国际政治,国政1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-27
1985,201821040445,男,汉族,法学院,法学类,法1804,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
1986,201721250042,男,汉族,中韩新媒体学院,电影学（影像）,影像1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-14
1987,201721040011,女,汉族,法学院,法学,民商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-16
1988,201821110185,女,汉族,外国语学院,外国语言文学类,英语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
1989,201721130046,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-29
1990,201821090091,女,汉族,金融学院,金融学类,金融1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-24
1991,201721110056,女,汉族,外国语学院,英语,英语1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-16
1992,201721060575,女,汉族,工商管理学院,市场营销,市营1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-13
1993,201821070067,女,汉族,财政税务学院,财政学类,财政1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-18
1994,201721060070,女,汉族,工商管理学院,工商管理,工商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-20
1995,201721130076,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
1996,201821040044,女,壮族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-21
1997,201721040542,女,汉族,法学院,法学,法1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-27
1998,201821090141,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-02
1999,201821060496,女,汉族,工商管理学院,管理科学,管科1801,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-08-03
2000,201721130119,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-13
2001,201721030299,男,汉族,金融学院,金融学,金融1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
2002,1605020112,男,汉族,刑事司法学院,治安学,治安1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-06
2003,201721040551,女,汉族,法学院,法学,法1707,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-21
2004,201721080075,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-01-01
2005,201721030330,女,汉族,金融学院,工程管理,工程1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
2006,201821110195,女,汉族,财政税务学院,财政学（中英班）,国财1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-15
2007,201821040545,女,汉族,统计与数学学院,经济统计学（数/统中英）,国统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
2008,201721120095,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-09
2009,1604000843,女,汉族,法学院,法学,法1608,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-01
2010,201821130064,女,汉族,信息与安全工程学院,计算机类,信息1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-12
2011,201821060439,女,汉族,工商管理学院,工商管理类,工商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-06-09
2012,201721040329,女,壮族,法学院,法学,法制1701,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2018-12-04
2013,201821050051,男,汉族,刑事司法学院,公安学类,公安1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2014,201721090090,女,汉族,统计与数学学院,经济统计学,经统1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
2015,201721030369,女,汉族,金融学院,工程造价,造价1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
2016,201821060263,女,汉族,工商管理学院,工商管理类,工商1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-06
2017,201821080038,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-09
2018,201821050178,女,汉族,刑事司法学院,公安学类,公安1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-18
2019,201721030119,女,汉族,金融学院,金融学,金融1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-20
2020,201821040653,女,汉族,法学院,法学类,法1811,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-29
2021,201721040222,男,汉族,法学院,法学,法制1702,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-05-02
2022,201721060465,女,回族,工商管理学院,电子商务（管理）,商务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-07-30
2023,1605020132,男,汉族,刑事司法学院,治安学,治安1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2017-05-04
2024,201821090214,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
2025,201721060474,女,哈萨克族,工商管理学院,国际经济与贸易,国贸1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-10
2026,201821060082,女,汉族,工商管理学院,工商管理类,工商1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
2027,201721040015,女,满族,法学院,法学,法1710,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-27
2028,201821040573,女,汉族,法学院,法学类,法1802,省级表彰,志愿服务先进个人,公益未来·500X青年行动,中国教育发展基金会 中国扶贫基金会,个体,2018-12-31
2029,201721040486,女,汉族,法学院,法学,法1704,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2019-04-27
2030,201721060446,女,汉族,工商管理学院,电子商务（管理）,商务1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
2031,201821060389,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-27
2032,201721040518,男,汉族,法学院,法学,法1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
2033,1611000307,女,汉族,外国语学院,英语,英语1603,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
2034,1604000910,女,汉族,法学院,法学,法1609,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-22
2035,201821130037,女,汉族,信息与安全工程学院,计算机类,信息1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-08
2036,201821140111,女,土家族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-30
2037,201821020228,男,汉族,金融学院,金融学（中美）,国金1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-21
2038,201821040698,男,汉族,法学院,法学类,法1815,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-29
2039,1608020133,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-29
2040,201821040055,女,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-01
2041,1604000806,女,汉族,法学院,法学,法1608,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-06
2042,201821090027,女,汉族,统计与数学学院,统计学类,统计1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
2043,201821040760,男,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-26
2044,201821090128,男,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
2045,201721090090,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
2046,201821110054,男,汉族,外国语学院,外国语言文学类,英语1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-29
2047,201821030211,女,汉族,法学院,法学类,法1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-29
2048,201821060285,女,汉族,工商管理学院,工商管理类,工商1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-20
2049,201721030371,男,汉族,金融学院,保险学（精算）,保精1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-23
2050,201721020175,女,汉族,经济学院,经济学,经济1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-08
2051,201721040222,男,汉族,法学院,法学,法制1702,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2018-12-25
2052,201821090185,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-15
2053,201721060346,女,汉族,工商管理学院,国际经济与贸易,国贸1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-28
2054,201721060123,女,汉族,工商管理学院,贸易经济,贸经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-07-07
2055,201821100103,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
2056,201721060537,男,土家族,工商管理学院,管理科学,管科1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-16
