id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,is_principal,award_date
357,201721090277,女,汉族,统计与数学学院,经济统计学,经统1701,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-15
358,201721320224,男,汉族,文澜学院,经济管理试验班,经管1702,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-02
359,201721050319,男,回族,刑事司法学院,侦查学,侦查1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-09-30
360,201721060631,男,汉族,工商管理学院,管理科学,管科1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-05
361,201721080103,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
362,201721130139,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
363,201721030306,女,null,金融学院,金融学,金融1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-08
364,1609050111,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-09-08
365,201721130130,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
366,201721030433,男,汉族,金融学院,投资学,投资1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,是,2018-10-21
367,201721060064,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
368,201721030066,女,汉族,金融学院,投资学,投资1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-07-31
369,201721030340,男,汉族,金融学院,工程管理,工程1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
370,201721040791,女,土家族,法学院,法学,法1704,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
371,1602010309,女,汉族,经济学院,经济学,经济1603,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-08
372,201721050174,女,汉族,刑事司法学院,侦查学,职侦1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
373,1632010112,女,汉族,文澜学院,经济管理试验班,经管1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-04-14
374,201721030447,女,汉族,金融学院,金融学,金融1702,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2019-04-15
375,1610030149,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
376,1610030113,女,汉族,经济学院,国际商务（中法）,国商1603,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,是,2018-05-08
377,201721020084,女,汉族,经济学院,经济学,经济1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,个体,暂无数据,2019-05-01
378,1606050112,女,汉族,经济学院,经济学,经济1601,省级竞赛,三等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,个体,暂无数据,2018-11-30
379,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,一等奖,大学生微创业行动,KAB全国推广办公室,团体,暂无数据,2018-06-20
380,201821070145,男,汉族,财政税务学院,财政学类,财政1801,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-15
381,1606100119,男,汉族,工商管理学院,物流管理,物管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
382,201721060139,女,汉族,工商管理学院,人力资源管理,人力1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-04-06
383,1611080128,女,汉族,外国语学院,商务英语,商英1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-15
384,1608020109,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-04
385,201721130198,女,汉族,信息与安全工程学院,环境工程,环境1701,校级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,是,2019-04-06
386,201821030173,男,汉族,金融学院,管理科学与工程类,管工1801,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
387,201821090136,男,汉族,统计与数学学院,统计学类,统计1802,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
388,201721100249,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-02
389,201721320019,女,汉族,文澜学院,经济管理试验班,经管1702,国家级竞赛,一等奖,“创智青羊杯”全国财经类高校创新创业大赛,中国高等教育协会高等财经分会,团体,暂无数据,2018-09-30
390,1604000804,男,汉族,法学院,法学,法1608,院级竞赛,二等奖,“南湖法学杯”学术论文大赛,法学院,个体,暂无数据,2019-06-30
391,1610010128,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级竞赛,二等奖,暂无数据,共青团中央,团体,暂无数据,2019-04-25
392,1604000206,男,汉族,法学院,法学,法1602,校级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-30
393,201821060386,男,汉族,工商管理学院,工商管理类,工商1805,院级竞赛,三等奖,其他（见附件）,其他（见附件）,团体,暂无数据,2019-05-09
394,1613010118,男,汉族,信息与安全工程学院,安全工程,安全1601,省级竞赛,三等奖,全国高校安全科学与工程大学生实践与创新作品大赛,全国高校安全工程学术年会委员会,团体,暂无数据,2019-08-20
395,1605030103,男,汉族,刑事司法学院,边防管理,边管1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
396,201821030173,男,汉族,金融学院,管理科学与工程类,管工1801,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
397,201821060594,女,汉族,工商管理学院,工商管理类,工商1806,国家级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-11
398,201821250016,女,汉族,中韩新媒体学院,电影学（影像）,影像1803,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-05-27
399,1604060201,女,汉族,法学院,法学,民商1602,校级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-20
400,1608030407,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
401,201721070214,女,汉族,财政税务学院,财政学,财政1701,校级竞赛,三等奖,暂无数据,共青团中央,团体,暂无数据,2019-04-28
402,1602040157,女,汉族,经济学院,国际商务,国商1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
403,201721060691,男,汉族,工商管理学院,电子商务（管理）,商务1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-09-17
404,201721040294,男,汉族,法学院,法学,民商1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-05-10
405,1604000327,男,汉族,法学院,法学（卓越）,卓越1601,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-04-23
406,201721030364,女,汉族,金融学院,房地产开发与管理,房产1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
407,201721130089,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-01
408,201821020045,男,汉族,经济学院,国际商务,国商1802,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-06-06
409,1606010128,女,汉族,金融学院,金融学,金融1601,省级竞赛,二等奖,暂无数据,共青团中央,团体,暂无数据,2019-05-10
410,1606050125,女,汉族,工商管理学院,市场营销,市营1601,院级竞赛,三等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-05
411,201721070203,男,汉族,财政税务学院,税收学,税务1703,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-29
412,1611080310,男,汉族,外国语学院,商务英语,商英1603,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
413,201721060218,男,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-03-20
414,201721100153,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
415,1606070132,女,汉族,工商管理学院,旅游管理,旅游1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
416,201721080317,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
417,201821040802,男,汉族,法学院,法学,法1805,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-04-29
418,1609100114,女,汉族,统计与数学学院,经济统计学,经统1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-08
419,201721050013,男,汉族,刑事司法学院,治安学,治安1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
420,201721250082,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,国家级竞赛,一等奖,全国财经院校创新创业大赛,全国财经院校创新创业联盟,团体,是,2018-09-28
421,201821080176,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-06-08
422,201821030334,男,汉族,金融学院,金融学类,金融1801,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
423,201821030174,女,汉族,金融学院,管理科学与工程类,管工1802,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-07-22
424,201721030201,女,汉族,金融学院,金融工程,金工1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-07-27
425,1606070130,女,汉族,工商管理学院,市场营销,市营1602,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-08-20
426,201721060433,男,汉族,金融学院,金融学（中美）,国金1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
427,1606050104,女,汉族,工商管理学院,市场营销,市营1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-10
428,1602010319,女,汉族,经济学院,经济学,经济1603,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-08-31
429,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,否,2018-04-18
430,201821020215,男,汉族,经济学院,经济学,经济1804,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-06-20
431,201721100076,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
432,201721020183,男,汉族,经济学院,经济学,经济1702,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-30
433,201821060213,男,汉族,工商管理学院,工商管理类,工商1805,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-16
434,1610030149,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
435,201721020042,男,汉族,经济学院,国际商务,国商1701,校级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-26
436,1604060112,男,汉族,法学院,法学,民商1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
437,201721020033,女,汉族,经济学院,国际商务,国商1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-05-07
438,201721110083,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-07
439,1606050112,女,汉族,经济学院,经济学,经济1601,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-30
440,201821050190,女,汉族,刑事司法学院,公安学类,公安1802,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
441,1604001037,男,汉族,法学院,法学,法1610,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
442,1607030325,男,汉族,财政税务学院,税收学,税务1603,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
443,1608020136,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-24
444,201821050081,男,汉族,刑事司法学院,公安学类,公安1804,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-08-01
445,201721050009,男,汉族,刑事司法学院,侦查学,侦查1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-08-05
446,1613010110,男,汉族,信息与安全工程学院,安全工程,安全1601,省级竞赛,三等奖,暂无数据,共青团中央,团体,暂无数据,2019-05-01
447,201721080196,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
448,201721130076,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
449,1604000603,女,汉族,法学院,法学,法1606,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-06
450,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-12-30
451,201721060349,女,汉族,金融学院,金融学,金融1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-16
452,201721020008,女,汉族,经济学院,经济学,经济1701,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-23
453,1602040207,女,汉族,经济学院,国际商务,国商1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
454,1610030131,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-27
455,201721020091,女,汉族,经济学院,经济学,经济1704,院级竞赛,三等奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-06
456,201721090120,男,汉族,统计与数学学院,统计学,统计1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
457,1604000126,女,汉族,法学院,法学,法1601,校级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-08
458,201721130242,男,汉族,信息与安全工程学院,安全工程,安全1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-03-29
459,1606070105,男,汉族,工商管理学院,旅游管理,旅游1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
460,1606020111,女,汉族,财政税务学院,税收学,税务1602,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
461,1606060103,男,汉族,工商管理学院,人力资源管理,人力1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
462,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
463,201721020049,女,汉族,金融学院,金融学,金融1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-07-27
464,201721070049,女,汉族,财政税务学院,税收学,税务1702,省级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-07-31
465,1605010104,男,汉族,刑事司法学院,侦查学,侦查1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,个体,暂无数据,2018-11-01
466,1607010309,女,汉族,财政税务学院,财政学,财政1603,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
467,201721100045,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-12-01
468,201721060569,男,汉族,工商管理学院,电子商务（管理）,商务1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-09-19
469,1603080140,男,汉族,金融学院,投资学,投资1601,省级竞赛,二等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,个体,暂无数据,2019-02-13
470,1607010324,女,汉族,财政税务学院,财政学,财政1603,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
471,1603030154,女,汉族,金融学院,工程管理,工程1601,国家级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-10-28
472,1613010102,女,汉族,信息与安全工程学院,安全工程,安全1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
473,201821050081,男,汉族,刑事司法学院,公安学类,公安1804,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-08-01
474,201721030228,男,汉族,金融学院,工程管理,工程1701,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-05-17
475,1606050139,女,汉族,工商管理学院,市场营销,市营1601,院级竞赛,一等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,是,2018-12-05
476,1604080111,女,汉族,法学院,法学,法制1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
477,201721100241,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
478,1603100106,女,汉族,金融学院,房地产开发与管理,房产1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2018-12-01
479,201721030039,女,汉族,金融学院,房地产开发与管理,房产1701,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-06-19
480,201721060631,男,汉族,工商管理学院,管理科学,管科1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-05
481,201821130282,女,汉族,工商管理学院,工商管理（国际班）,工商国际1801,省级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,否,2019-05-20
482,201721080071,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-31
483,1611000235,女,回族,法学院,法学,民商1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
484,201721040527,男,汉族,法学院,法学,法1707,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-25
485,201721130066,女,汉族,信息与安全工程学院,安全工程,安全1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
486,1604000806,女,汉族,法学院,法学,法1608,国家级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,否,2018-12-06
487,201721320224,男,汉族,文澜学院,经济管理试验班,经管1702,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
488,1604080235,女,苗族,法学院,法学,法制1602,校级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-09
489,201721100010,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
490,201721130184,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,省级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,否,2019-04-27
491,201721060521,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
492,201821050046,男,汉族,刑事司法学院,公安学类,公安1804,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
493,201721030416,男,汉族,金融学院,投资学,投资1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-07-31
494,201821100049,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-03-16
495,201821060358,男,汉族,工商管理学院,工商管理类,工商1808,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-06-27
496,1602040142,女,汉族,经济学院,国际商务,国商1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
497,1610010118,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-30
498,1613010119,女,汉族,信息与安全工程学院,安全工程,安全1601,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2019-06-15
499,201721100008,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
500,201721140032,女,汉族,哲学院,社会学,社会1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2018-12-06
501,201721100032,女,汉族,法学院,法学,外法1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-04
502,201721130036,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
503,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,一等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,否,2018-05-30
504,1610030153,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,国家级竞赛,一等奖,“创智青羊杯”全国财经类高校创新创业大赛,中国高等教育协会高等财经分会,团体,是,2018-09-21
505,1604060238,女,汉族,法学院,法学,民商1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-09
506,201721030145,女,汉族,金融学院,房地产开发与管理,房产1701,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-25
507,201721070190,男,汉族,财政税务学院,财政学,财政1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
508,201821020112,女,汉族,经济学院,经济学,经济1804,院级竞赛,三等奖,财经评论员大赛,经济学院,个体,暂无数据,2019-06-12
509,201721050089,男,汉族,刑事司法学院,边防管理,边管1701,国家级竞赛,二等奖,全国财经院校创新创业大赛,全国财经院校创新创业联盟,团体,是,2018-09-26
510,1604000832,女,汉族,法学院,法学,法1608,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,是,2018-12-05
511,201721100045,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
512,1605020112,男,汉族,刑事司法学院,治安学,治安1601,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-08-23
513,1609050119,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-09-08
