id,number,gender,nation,academy,profession,class,social_practice_level,award_level,award_name,organization,award_type,award_date
470,201821130260,男,汉族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-15
471,201729030508,女,白族,金融学院,金融工程,金工1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-17
472,1613030139,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
473,1607010113,男,汉族,财政税务学院,财政学,财政1601,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-15
474,1612040116,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-06
475,201721140010,女,汉族,哲学院,国际政治,国政1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
476,1610070134,女,汉族,经济学院,经济学,经济1604,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
477,201821100126,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
478,1606020102,女,汉族,工商管理学院,贸易经济,贸经1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-03-01
479,201721130142,女,汉族,信息与安全工程学院,安全工程,安全1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
480,201821130104,男,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
481,201821030277,女,汉族,金融学院,金融学类,金融1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-30
482,201821040536,女,汉族,法学院,法学类,法1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
483,201721100072,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-12
484,201721050009,男,汉族,刑事司法学院,侦查学,侦查1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-08
485,1602010134,女,汉族,经济学院,经济学,经济1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-05-04
486,201721060067,女,汉族,工商管理学院,管理科学,管科1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-01
487,1605030103,男,汉族,刑事司法学院,边防管理,边管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-09-12
488,201721120040,女,汉族,工商管理学院,工商管理,工商1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-01
489,201821070095,女,汉族,财政税务学院,财政学类,财政1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-04
490,1604000551,女,维吾尔族,法学院,法学,法1605,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-14
491,1606050125,女,汉族,工商管理学院,市场营销,市营1601,省级,社会实践先进个人,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2018-12-05
492,201821060378,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-06
493,201721060040,女,汉族,工商管理学院,市场营销,市营1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-31
494,1609040146,女,汉族,信息与安全工程学院,电子商务（技术）,商务1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-05
495,201721030007,女,汉族,金融学院,保险学（精算）,保精1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-01
496,201721250123,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-20
497,201721130254,女,汉族,信息与安全工程学院,安全工程,安全1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-15
498,1609110134,女,汉族,统计与数学学院,应用统计学,应统1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-07
499,201721080134,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
500,201821040604,女,汉族,法学院,法学类,法1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-08
501,201721130189,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
502,201821040689,女,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-16
503,201721070175,女,汉族,财政税务学院,财政学,财政1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
504,1603150103,女,汉族,金融学院,保险学（精算）,保精1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-01
505,1606020103,男,汉族,工商管理学院,贸易经济,贸经1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-03-01
506,201721070074,女,汉族,财政税务学院,税收学,税务1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-07
507,1604060120,女,汉族,法学院,法学,民商1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-15
508,1610010115,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-12-01
509,201721030069,女,汉族,金融学院,金融学（CFA）,CFA1701,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-09
510,1602010433,女,汉族,经济学院,经济学,经济1604,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-08
511,1606050221,男,汉族,工商管理学院,市场营销,市营1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-08
512,1604000316,男,汉族,法学院,法学,法1603,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-01
513,201821040245,男,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-15
514,201821040768,男,汉族,法学院,法学类,法1812,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-10
515,201721110260,女,汉族,经济学院,国际商务（中法）,国商1703,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-06-04
516,201721020075,女,汉族,经济学院,国际商务,国商1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-09
517,201821040389,女,汉族,法学院,法学类,法1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
518,201821040057,男,土家族,法学院,法学类,法1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-27
519,1611060117,女,汉族,外国语学院,法语,法语1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-01
520,201721130185,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-27
521,1601040113,女,汉族,哲学院,社会学,社会1601,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2018-12-01
522,1613010111,女,汉族,信息与安全工程学院,安全工程,安全1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
523,1606030106,女,汉族,工商管理学院,管理科学,管科1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-12
524,1604060129,女,汉族,法学院,法学,民商1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
525,1603010246,女,拉祜族,金融学院,金融学,金融1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
526,201721120225,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-09-08
527,201821100088,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-27
528,201721080049,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-05-30
529,201821130102,男,汉族,信息与安全工程学院,环境工程,环境1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-19
530,1601040122,女,土家族,哲学院,社会学,社会1601,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2018-12-01
531,201827040846,女,藏族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-15
532,201821130283,女,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-26
533,1606020111,女,汉族,财政税务学院,税收学,税务1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
534,1605010116,男,汉族,刑事司法学院,侦查学,侦查1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2019-04-01
535,201821040289,女,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-21
536,201821030098,女,汉族,金融学院,管理科学与工程类,管工1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
537,201721130222,女,土家族,信息与安全工程学院,环境工程,环境1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-29
538,1607030318,女,汉族,财政税务学院,税收学,税务1603,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-09
539,1612040309,女,汉族,财政税务学院,财政学（中英班）,国财1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2017-05-10
540,1608020105,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-12
541,201821050189,男,汉族,刑事司法学院,公安学类,公安1805,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
542,201821130081,男,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-15
543,201821070089,女,汉族,财政税务学院,财政学类,财政1804,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
544,1609040124,女,汉族,信息与安全工程学院,电子商务（技术）,商务1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-20
545,201721130062,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-12
546,1609030125,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-06
547,201821040313,女,汉族,法学院,法学类,法1816,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-09-21
548,201821320025,女,汉族,法学院,法学类,法1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-04
549,201721080243,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
550,201721070060,女,汉族,财政税务学院,财政学,财政1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-30
551,201821320012,女,汉族,文澜学院,经济管理试验班,经管1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-01-26
552,1613030129,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
553,201721070169,女,维吾尔族,财政税务学院,财政学,财政1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-01
554,201821120069,女,汉族,法学院,法学（中美）,国法1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-15
555,201821050035,男,汉族,刑事司法学院,公安学类,公安1803,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-01-20
556,201821040206,女,汉族,法学院,法学类,法1816,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-01
557,201721090055,女,汉族,统计与数学学院,统计学,统计1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-08-31
558,201821130062,女,汉族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-05
559,1612030116,男,汉族,新闻与文化传播学院,汉语言文学,中文1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
560,201821130006,女,回族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-29
561,201721040214,女,汉族,法学院,法学（卓越）,卓越1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-31
562,1603140103,男,汉族,金融学院,工程造价,造价1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-17
563,201821070188,女,汉族,财政税务学院,财政学类,财政1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-30
564,1613020123,男,汉族,信息与安全工程学院,环境工程,环境1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-01
565,1601020127,男,汉族,哲学院,国际政治,国政1601,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2018-12-15
566,1603140129,女,汉族,金融学院,工程造价,造价1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-05
567,201821130011,女,汉族,信息与安全工程学院,计算机类,信息1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
568,201821250116,女,汉族,中韩新媒体学院,电影学（影像）,影像1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-07
569,201821110032,女,苗族,法学院,法学（中美）,国法1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
570,1604000142,男,汉族,法学院,法学,法1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-08
571,201721040066,男,汉族,刑事司法学院,法学（司）,司法1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-05
572,201821060577,女,土家族,工商管理学院,经济与贸易类,经贸1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
573,201821090238,女,汉族,统计与数学学院,金融数学,金数1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-20
574,201721090023,女,汉族,统计与数学学院,信息与计算科学,信科1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-30
575,1607030308,女,汉族,财政税务学院,税收学,税务1603,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
576,1609030126,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-05
577,201821130048,女,汉族,信息与安全工程学院,环境工程,环境1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
578,1603100157,女,汉族,金融学院,房地产开发与管理,房产1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-17
579,201721130197,男,汉族,信息与安全工程学院,安全工程,安全1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-28
580,1610010153,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-26
581,201721030330,女,汉族,金融学院,工程管理,工程1701,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-17
582,1608020329,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2017-04-05
583,1603030133,女,汉族,金融学院,金融学（中美）,国金1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-25
584,1610080106,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
585,1612030115,女,汉族,新闻与文化传播学院,汉语言文学,中文1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-26
586,201821130016,女,满族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
587,1607030327,女,汉族,财政税务学院,税收学,税务1603,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-06
588,201821050010,男,汉族,刑事司法学院,公安学类,公安1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-22
589,1606050139,女,汉族,工商管理学院,市场营销,市营1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-08
590,1606030132,男,汉族,工商管理学院,管理科学,管科1601,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-18
591,201721040024,女,汉族,法学院,法学,法制1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-07
592,201721070101,男,汉族,财政税务学院,财政学,财政1703,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-07
593,201721080132,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,省级,社会实践先进个人,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2018-12-22
594,1603030154,女,汉族,金融学院,工程管理,工程1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
595,1613030126,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-14
596,201821040450,女,汉族,法学院,法学（中美）,国法1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-27
597,201721030258,女,汉族,金融学院,金融工程,金工1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-31
598,201821080062,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
599,1610020126,女,蒙古族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,院级,社会实践团队,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-10-11
600,1601040122,女,土家族,哲学院,社会学,社会1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-06
601,1623020327,女,汉族,中韩新媒体学院,电影学（影像）,影像1603,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
602,1623010206,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-12
603,1604000808,女,汉族,法学院,法学,法1608,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-06
604,1613030106,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
605,201821040473,女,汉族,法学院,法学类,法1811,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-16
606,201821040576,女,汉族,法学院,法学类,法1810,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-16
607,201821030251,女,汉族,金融学院,金融学类,金融1806,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-19
608,1602010410,女,汉族,经济学院,经济学,经济1604,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
609,201721070028,女,汉族,财政税务学院,税收学,税务1702,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-05
610,201821040613,女,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
611,1602040116,女,汉族,经济学院,国际商务,国商1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-07
612,201721100269,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-06
613,201829030488,男,满族,金融学院,金融学类,金融1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-29
614,201821110214,女,汉族,统计与数学学院,统计学类,统计1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-26
615,201721020086,男,汉族,经济学院,国际商务,国商1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
616,201821130251,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
617,201821130007,女,壮族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-05
618,201821250007,女,汉族,中韩新媒体学院,电影学（影像）,影像1803,国家级,社会实践调查报告,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2019-06-27
619,201721040287,女,汉族,法学院,法学,法1705,省级,社会实践先进个人,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2018-12-01
620,201821070156,女,汉族,财政税务学院,财政学类,财政1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-03
621,201721030012,女,汉族,金融学院,金融学,金融1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-17
622,1606080119,女,汉族,工商管理学院,农林经济管理,农经1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
623,201721100245,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-09
624,201721050047,男,汉族,刑事司法学院,治安学,治安1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-25
625,201821040584,女,汉族,法学院,法学类,法1810,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
626,201821050113,男,汉族,刑事司法学院,公安学类,公安1803,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-01-22
627,201721110088,女,汉族,外国语学院,日语,日语1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-07
628,201821110106,女,汉族,外国语学院,俄语,俄语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
629,201721130097,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
630,201821250251,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1801,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-03-13
631,1606010126,男,汉族,工商管理学院,国际经济与贸易,国贸1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
632,201821040336,女,汉族,法学院,法学类,法1813,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-26
633,201721100031,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
634,201721030092,女,汉族,金融学院,工程造价,造价1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-07
635,201721120015,女,蒙古族,新闻与文化传播学院,广播电视学,广电1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-28
636,1606040254,女,汉族,工商管理学院,工商管理,工商1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
637,201721100137,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-07-02
638,201721030325,女,彝族,金融学院,投资学,投资1702,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-17
639,201721020216,女,汉族,经济学院,经济学,经济1704,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-28
640,201821110064,女,汉族,外国语学院,外国语言文学类,英语1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
641,201721100212,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-01
642,201821130256,男,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-09
643,201721140032,女,汉族,哲学院,社会学,社会1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-20
644,1605030115,男,汉族,刑事司法学院,边防管理,边管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-01-03
